mse,ci,rm2
0.9864322013776359,0.6879732460874097,0.03224961500278154
0.608835227959561,0.7228904005403229,0.2298162219114281
0.5561211340889342,0.7466529545749517,0.295703741598732
0.5386040437195402,0.7540621351048503,0.31764074766435374
0.5093873597015829,0.7713928507200231,0.35563346081728076
0.4884190979266852,0.7805020634779494,0.38136270254021043
0.4744014696497329,0.7832675911184279,0.39985516780846536
0.45906496535161967,0.79077726246435,0.42084212124186726
0.4350870853922115,0.8033945917120369,0.4510563502452053
0.4252944193523255,0.805214100781668,0.4641007970009832
0.41648200179625594,0.8103203789760637,0.47394161184021305
0.4007146690384083,0.8151385275420973,0.49520584059254025
0.4039734270109205,0.8078224058221004,0.4903796920942396
0.4043848083894389,0.8106124965946438,0.49017670142637165
0.3846188982624326,0.8107492922807888,0.5146934634041372
0.36560457695841553,0.8242834671041056,0.5401473581432482
0.3635433145745992,0.8273159858096633,0.5402703367052221
0.3566400413615938,0.829691763000662,0.5498541360302679
0.34210183785429527,0.8331674370773201,0.5695501816939751
0.3328628741393798,0.8387239557626327,0.5783398784138406
0.3278092987618192,0.8418025346035398,0.5867955593678668
0.3266904939327937,0.8422676603188961,0.5873937762545767
0.3186366387671004,0.8433085665289899,0.5973021650191405
0.3147419467605614,0.8413849295492021,0.6014869527033113
0.3139798763909708,0.848584202070485,0.6043698080097255
0.32064291979763815,0.8401987511485156,0.5958224087161443
0.30119931489016033,0.8503766798264769,0.6193668236837354
0.2889547472557901,0.8581734215134313,0.6364782784151924
0.28240167273878936,0.8530812237446807,0.6445463544511881
0.2936445574369216,0.8546366517098906,0.6300027089281194
0.28712316686544914,0.8601820060758804,0.6373709373081786
0.28411258647978915,0.8593276614570109,0.6398107570224416
0.28675400487134345,0.8612244837651388,0.6381724569335856
0.2730742428285828,0.8626366978652225,0.655827607319202
0.262955636895489,0.867396230591287,0.6686164448905807
0.2621837441030828,0.8685450584934198,0.6703298366171367
0.26044322629247585,0.8699556473478918,0.6709538701055205
0.2509645949212144,0.8705448363451129,0.6845472106010637
0.2502648557714695,0.8701687231329424,0.6849094660958193
0.24550828292368662,0.8755539766111751,0.6900552438368748
0.24177551031282285,0.8731339027501696,0.6932752783006358
0.23350114430597377,0.8770013326071164,0.7052792020842035
0.23396798841051014,0.8766175422392767,0.7041524390905621
0.230673047125791,0.8775403908031572,0.7086074053411262
0.2238152423763938,0.8797137046039164,0.7186493909268074
0.21821038252959443,0.8812743480862125,0.7250840560411029
0.2134287411631178,0.8842305983159113,0.7304223979424375
0.2105742404843326,0.8852789770900904,0.733980164309436
0.2053634970493314,0.8878411022165558,0.740738277609723
0.2069645174766801,0.8860952790212536,0.7390561550461671
0.19549844533519017,0.8902678944300463,0.7527627246677222
0.1987114791158329,0.8909407661109693,0.7465172862682858
0.19250504505142632,0.8921809791730955,0.755547536124729
0.18647083585542618,0.8934627021755749,0.7657759409851975
0.1863500064699724,0.8948407079385058,0.7656772764417823
0.1804501568454104,0.8978184646681575,0.7727715962991251
0.1790428475840885,0.9011205835278657,0.7740448936424114
0.17619781543159008,0.8967761962213703,0.7768503167117479
0.17002573780026067,0.9024322572141467,0.7861420250693553
0.16530650018574883,0.9038753293859993,0.7908383084032005
0.16434618407420998,0.9043070846223262,0.7935114417722048
0.1629269696490957,0.9027843236445041,0.7938330865085576
0.15763636401470718,0.9069603974491028,0.8010212472419073
0.1528174062218625,0.9044165291630544,0.8072500106088202
0.15113317160391915,0.9083955818865865,0.8095895459807172
0.14998287726676582,0.9094105402423259,0.8116056245687445
0.14814861308708246,0.909689967326461,0.8130780312287857
0.14647454640927335,0.9134743942485469,0.8155425272404837
0.14359641599447961,0.9133682638672344,0.8171831959693775
0.14068597254879603,0.9156631599106421,0.8223769311657543
0.14210142693088396,0.9118621897799382,0.8201267980217369
0.1339073284845345,0.9173457005154318,0.8304016855354995
0.12804417169541532,0.918887075485341,0.8387883402285813
0.13322268874999885,0.9179387234188731,0.8292964385255781
0.12631410935814494,0.9183410920555877,0.841236184232701
0.12813437611782108,0.9180565774304369,0.8384337814052668
0.12289707490634352,0.9244550875478916,0.844388665632082
0.11993425325013304,0.924249076630081,0.8480465538183795
0.12043713542128909,0.9238982555883788,0.8485626004732635
0.11167297033359821,0.9260484364836505,0.8581417871816079
0.10720579816584257,0.9297824271969666,0.8648564633708888
0.10851343870296459,0.9289327550073062,0.8618814742097118
0.10672464368017259,0.9313784418710387,0.8652110590303047
0.10436665429474887,0.9320806845438653,0.8681540610635835
0.10438725205050467,0.9331563824418225,0.8666244852950664
0.09990589994295024,0.9354877272666459,0.8734476232774341
0.09817493181649298,0.9352731359039615,0.8754271786487583
0.09826365205130873,0.9366383771026706,0.8742444787225315
0.09369711882466737,0.9368387750306184,0.8815279122836597
0.09869189217682639,0.9360024102163305,0.8722845289339498
0.09232570271957809,0.9375279971984433,0.8832587622626641
0.09378795556752255,0.9383135307026546,0.8804188169115631
0.09053122679119421,0.93960924380313,0.8831517444133423
0.08980094604667986,0.9421672812041167,0.8861578226694378
0.08980189585902035,0.939847127215719,0.8855269071810973
0.09689147931577485,0.936533189818133,0.8751926492677357
0.09298170624966912,0.9380939014655119,0.8801783456271768
0.09111965212644983,0.9404150927519014,0.8825341841044336
0.08910688085159331,0.9407939146350576,0.8847010265960209
0.09263403229595515,0.939598523576883,0.8816800856840314
0.09105928814212517,0.9393571779494613,0.8819772242836947
0.08738935416035137,0.9436044709083407,0.8889651912654984
