mse,ci,rm2
0.08497007523596833,0.946597962393716,0.8911807317997322
0.07949941701523164,0.9476236007379282,0.8977141267165539
0.08003325315083738,0.9489141468687982,0.899103443330507
0.07719681931456172,0.9495169678384143,0.9021937827999793
0.07830619433000638,0.9512405778398834,0.9004089030034866
0.07583375307755348,0.9507070891964259,0.9036726447689934
0.07377432555595209,0.9520966834053959,0.906748097863922
0.07700964822809266,0.9501735158118656,0.9017829520411875
0.07335960353299265,0.9511063621286301,0.9069340446434614
0.07210943744326753,0.9537549878184649,0.9078867253073103
0.07243958147708952,0.9520730337621974,0.9078743974831605
0.0699894619444618,0.954687334077165,0.910222553510873
0.06972976421797371,0.9545382187148929,0.9111164012165405
0.06974493286503887,0.954501460257416,0.9131981334356536
0.06551879743094716,0.9567533827723185,0.9166257374872253
0.0665123733958921,0.9559073013207368,0.9150053961705892
0.06346114399531844,0.958196833482693,0.9195306145547321
0.06291857914882833,0.9594572036374401,0.9188806082409026
0.06278152403039577,0.9577728988589388,0.9208769152322196
0.06087700057596963,0.9590986875926646,0.923433400840183
0.06352803561947162,0.9587054140588653,0.9189175360169193
0.06363000590936775,0.9563714749882722,0.91908730074395
0.09773798597861882,0.9495078831849372,0.8768848336420464
