mse,ci,rm2
0.9805213932510234,0.6895122669579475,0.03552354794635846
0.6049081591947486,0.7256507049299129,0.23442934286748465
0.5712176246253355,0.7365236408165364,0.2757469230180542
0.5314815962249466,0.7576945057516096,0.32727742544648614
0.5001490817462962,0.767999256798731,0.3666387987779881
0.5011447660291658,0.772738013847569,0.3666281557344976
0.48065451942316717,0.7796477676299843,0.3930881268966557
0.46095359059377194,0.7863606110184546,0.4175241073625246
0.45545055979255117,0.7919214267016518,0.42410449164010783
0.44460507885203415,0.7894118770233612,0.43964591772905126
0.4347414436674458,0.8033749059024404,0.4519248719407586
0.4146698785573196,0.8038887296934369,0.4770760947316018
0.4040668710850649,0.8152368380659355,0.49033477794292785
0.3916063063271008,0.8164621773925865,0.5069676605018483
0.39087521395173463,0.8120051935964817,0.507916819918144
0.3743898775364777,0.8217308898005053,0.5281476693415341
0.37167599843997484,0.8134181235582021,0.5313523392730011
0.36236411982666566,0.8240227336713591,0.5438194933321693
0.3545438622527552,0.8283538067806152,0.5515391647976633
0.34977556762627415,0.8312223701023597,0.5586355575543914
0.3407283350686645,0.8321965782312287,0.5701977474982785
0.32949441752645786,0.8382891329613436,0.5832314371332148
0.3244621491039652,0.8424799970370244,0.5919539780277993
0.3192483495176259,0.8427976279548466,0.5959542245340238
0.3107823813920982,0.8451222354660595,0.6081564308780939
0.31119609467328013,0.8451075106171885,0.6053599506934922
0.3008025745379429,0.8498854844798271,0.6216622119058047
0.2969138336502767,0.8559505142544488,0.6250545478994133
0.2934108327208484,0.8527276079709615,0.6301207613092646
0.2906256787591677,0.8510560548927447,0.6333974663187286
0.28813736718015404,0.8569139203390612,0.6378624506807247
0.28150917281977356,0.8607174387329141,0.6449035918473749
0.2730934141598991,0.8656883635409218,0.6559778822047506
0.2672777907043733,0.8627972005738398,0.6638567048070951
0.2627634828631863,0.8681183174204531,0.6690628806856925
0.2553032128152043,0.8679976185462651,0.6767331000801986
0.25517477496301894,0.8696874682960638,0.6794248386743111
0.24856264373692735,0.8678110446113335,0.6857057038427913
0.2405757259232201,0.8747839003028828,0.6976393059242932
0.23971472997003399,0.8755400426656974,0.6970297827316747
0.23842804848376017,0.8740262844072079,0.6995365837716488
