epoch,train_mse,train_ci,train_r2m,valid_mse,valid_ci,valid_r2m
1,0.959357745851076,0.6931599910480926,0.04150668839598697,0.6015247689338066,0.7755636332351107,0.28278671885277123
2,0.6106400268312934,0.7302100856622714,0.22725347096890303,0.5700861295419266,0.784982685565569,0.32561781360217185
3,0.5648809182056529,0.7459954841305444,0.28411633235950007,0.5681052225986715,0.7939182242488116,0.31866596887490317
4,0.5316120345676396,0.770937223844193,0.3259839255069383,0.493289672127029,0.8129585098832083,0.39508698000371467
5,0.5039439410206341,0.7830809957643229,0.36161648260632623,0.5114400133005679,0.8187021702191728,0.39976292777847305
6,0.47779719430578677,0.7954149312084021,0.395146485325881,0.46388542253194304,0.8203480093777558,0.43757837888556017
7,0.4552094855661954,0.7937306889981082,0.42503052664558943,0.5097406953682153,0.800007743101112,0.4206592864223262
8,0.43151674514627203,0.7987247654403886,0.4538545598484747,0.41970669722070747,0.8281130492762351,0.48927068593895084
9,0.4120331032343965,0.8090916874074018,0.4799740651590839,0.42209024672457623,0.8277418105951434,0.4793460179594543
10,0.393570493574724,0.812743159643717,0.5029026028689405,0.4140917478065637,0.8356453659690706,0.46116878510821024
11,0.38917763408602246,0.8141021242053731,0.5077319007362863,0.39702185471508344,0.8392265502333685,0.4957345511128639
12,0.371538323852621,0.8243453051156493,0.5314582694338468,0.3620395753383001,0.846727894521756,0.5279205510610813
13,0.36416258186811,0.8254823645012187,0.5392497653477827,0.4003521294003528,0.8387413158970167,0.4998060385508574
14,0.36151781325034327,0.8273852948328745,0.5437696159909612,0.37812320107191616,0.8425466199212784,0.5306371786881009
15,0.3552626390178263,0.8297417116825566,0.5509570277307037,0.3634714686212877,0.8438478910803777,0.5538061616031786
16,0.34159417196634845,0.8372992498878575,0.5678978322039747,0.3463073318620183,0.8530393822726001,0.5581195727413952
17,0.3269219630346535,0.8455737947784933,0.5871030264338399,0.3508835988430997,0.851738111113501,0.5677043113200578
18,0.3286505798065223,0.8385465169286724,0.5836384067578787,0.36704457969961013,0.8534747166240079,0.5668482341214838
19,0.3232546930265503,0.8453347875466686,0.5910097529604545,0.34063115120646065,0.8592932269373884,0.5499808926070034
20,0.3163588962780914,0.8473664523847732,0.5995611460891329,0.33504747280208125,0.8545084206224592,0.5644563760589082
21,0.313376553510944,0.8480126071340237,0.6030022388004084,0.3330868504965474,0.8500789366141139,0.5959393122224974
22,0.3006487738237957,0.854454401727217,0.6208863154223714,0.31838441391887456,0.8692482739337104,0.6037186679581397
23,0.29686625350186563,0.8563818571855476,0.624293239479271,0.31150026218360327,0.8740403931774676,0.5696606288925926
24,0.2873743972964405,0.8587390391737848,0.638065271629269,0.35498939952120334,0.8625535026778225,0.5138070172368046
25,0.2829193542491954,0.8634741662409116,0.642492183936542,0.3121164931137379,0.8731103606994601,0.577691150425461
26,0.27830476667719656,0.8654757386623215,0.6479947878893356,0.2945317853553412,0.8748620222399071,0.624080684867902
27,0.2741688663810339,0.862105402832192,0.6535687305190653,0.29284070464131473,0.8655324457445207,0.6268654859110776
28,0.26561280079629523,0.8654746211808261,0.6660053714592716,0.287904685928598,0.8660107973243284,0.6197182182782416
29,0.2585808165105366,0.8676554044523123,0.6736484795129215,0.29442863887946386,0.8671929107607597,0.6166931006800754
30,0.25180512018314477,0.8685760124398674,0.6826482126773696,0.28832988903097884,0.868338029380767,0.6483820293938897
31,0.24919992673851532,0.8699598546446976,0.6850125905998526,0.2750037026682099,0.8787494891704127,0.6589224373514079
32,0.24230859859416864,0.873050368343872,0.6943527319646,0.28002342715354533,0.8763646140279182,0.6341653365528119
33,0.23946132609924448,0.8735242514077701,0.6974625070817171,0.2853597518147277,0.8687294861592068,0.6397714086424924
34,0.2336975201880263,0.8791772221762176,0.7041820474950921,0.2730196432315476,0.8719415826038328,0.657694921498497
35,0.22718228723103165,0.877921255597154,0.7121240115727793,0.2872027805726589,0.8780676661002732,0.6177525417053098
36,0.22117479263699938,0.8804816712848513,0.7216574965490258,0.2805651973209404,0.8714378508592692,0.6419646554524411
37,0.21690637517436548,0.8851118433658451,0.727231384227626,0.2588825926958865,0.8821629062439507,0.6617980248112357
38,0.21265144151702733,0.8844433987043889,0.7324200359701114,0.28060955704662216,0.8722495859591767,0.6246333074104261
39,0.20740620544465604,0.8889495365606583,0.7392869958682938,0.25670518189534075,0.8780263695610092,0.6406545556717245
40,0.20410453566780892,0.887586669839103,0.7425257052340376,0.26330565461272787,0.8837511023164778,0.6288939087598476
41,0.1984939106057598,0.8900987655021855,0.7498870839275448,0.2661164480329953,0.8762729873314262,0.6503920235119287
42,0.198657242205663,0.8891587312988379,0.7498908918016172,0.26879997912762355,0.8817103650011829,0.662470597460279
43,0.19189577893752643,0.893510641893946,0.7571558400584343,0.2561686940991782,0.8825784526702944,0.6840288465972894
44,0.1847501006521446,0.8940638203119263,0.7676450920007769,0.27816721185319204,0.8729881917708042,0.6047185758967301
45,0.1824547736939291,0.8950434144575493,0.7705204731829698,0.24956870350910532,0.8881982233884671,0.6234216429811151
