epoch,train_mse,train_ci,train_r2m,valid_mse,valid_ci,valid_r2m
1,0.9613233102336913,0.6932760962933043,0.04284729523393827,0.6344592699013308,0.751343421619122,0.24821790727957938
2,0.6191401671327235,0.7229471568047866,0.21777630738350445,0.5468675238806161,0.7676974648176791,0.3298441610948313
3,0.5599590615766695,0.7491097443215531,0.2909344192242027,0.5242645888310357,0.7729205534206093,0.3680576284197521
4,0.5268972965760622,0.763388678709658,0.3327683893136662,0.6072701979027271,0.7813310017239027,0.3408244531170703
5,0.5068409425604522,0.7778172392060009,0.35798706661040386,0.5396071247464662,0.7840523938860807,0.3710848887199819
6,0.48631870115028425,0.7880469533931983,0.3858596259668351,0.500370335967043,0.7947191526832111,0.39961769843691275
7,0.4789524901247942,0.7948617569697015,0.3950604969291327,0.4505445094290326,0.7970383599360048,0.4478430673057883
8,0.4466381269000106,0.8028932943812126,0.43670246483808844,0.4375058740544978,0.8008998665880014,0.4639754809601075
9,0.43843066850712686,0.8044748339634142,0.44649460194303164,0.42807760330013905,0.8004427577482606,0.44963042180747337
10,0.4129902584828952,0.8097079636860036,0.48070213022713915,0.4025774507103331,0.8138840608982366,0.4790281338533149
11,0.39285247093345355,0.8185246647290715,0.5052666046292441,0.3894472317954281,0.8115923156106212,0.5200894402686344
12,0.38171607697376225,0.8210923706688866,0.5197950620542785,0.3873266736859189,0.8109261414875881,0.5335182427277069
13,0.37649466253027936,0.8246038054747772,0.5248561212106132,0.37028155411114505,0.8235444715520617,0.544419795939543
14,0.374568960003771,0.8278148017342503,0.5265909693987249,0.3842276419368308,0.8209196392029298,0.5428756213991198
15,0.3562241770638712,0.8367331531555778,0.5517531488010656,0.37806800889373304,0.8127226855321509,0.5320049487443822
16,0.3486115934968983,0.8361733916944831,0.5607714888475008,0.3646250143342639,0.8349739642852714,0.5403113718678022
17,0.3373239945404575,0.8371843679672618,0.5751024658571324,0.35609902035486085,0.8289234732476166,0.5657562637832242
18,0.3320862115740039,0.8363871139476203,0.580847671319702,0.3484654065899101,0.8304108487164632,0.5629625229939417
19,0.3326039648210856,0.8423558241914557,0.5812094516800321,0.3609694376654546,0.8345226135995195,0.5195098022095144
20,0.3263413986446933,0.845586379282697,0.5875447011521089,0.3720161924618156,0.8306509194443116,0.5579642195343937
21,0.3177323264319883,0.850287715908221,0.5987752645201978,0.39143245450922154,0.8272186167319553,0.5515586117989191
22,0.3149931999916385,0.8462449108123576,0.6028198191267452,0.3248439034030785,0.8409766183513253,0.5845077496838937
23,0.3085959888817933,0.8512261296071849,0.6121770040181733,0.3490706622835621,0.8409349824686357,0.5153349328294387
24,0.30461064330753407,0.8556778117304819,0.6149799256038274,0.32583951054554305,0.8420263741170092,0.5753809970050741
25,0.30060636192092965,0.8584634537156167,0.6217629609499343,0.3275778163033512,0.8375057803007351,0.6054314487811207
26,0.2890868910125656,0.8600013190667737,0.6366343097887732,0.32702959076068155,0.8410988683898607,0.5809876233973824
27,0.2829838882203131,0.8619318361725434,0.6432303846327527,0.30582065471177666,0.8403179741219701,0.6087464877559398
28,0.2748063425561001,0.8654558034492136,0.6550431934587275,0.3040549922299209,0.8472379464119614,0.6207624605573782
29,0.27060904803859137,0.864795441600948,0.6594550484850877,0.3235117354859583,0.8396686315259817,0.5941758582543402
30,0.26690297779662037,0.8621122476936349,0.663972778579929,0.2941693000110039,0.8530722852075682,0.6182681336391773
31,0.26045127655472633,0.8696701600744136,0.6729786968139343,0.31324071404534615,0.8437299018279039,0.586041241271223
32,0.2509915140437376,0.8709031102870934,0.6834954912861997,0.34795086393600116,0.833826762836697,0.6027140647375456
33,0.2475879175789796,0.8681209000021977,0.6889704501190487,0.302489045662133,0.8522311517902543,0.6280360718187926
34,0.2434614921299719,0.8724318986894607,0.6939909839796727,0.30897861782129,0.8530944319536796,0.5569417228570672
35,0.23601145254312347,0.8749124657901449,0.7034991539033634,0.28463108986028934,0.8541158398843408,0.617834218995602
36,0.2327423250650364,0.8806557513876131,0.7069131755349354,0.29204564030680824,0.8500970913349527,0.6184802693822659
37,0.22776463400027985,0.8802945691463552,0.7136855525926866,0.2839022868952192,0.8618016466548669,0.6466192117813906
38,0.22492948464257273,0.8814432422653294,0.7168778636144812,0.2840329826290793,0.8539355653709935,0.6546973159618187
